[2025-02-18 15:40:13] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-02-18 15:40:13] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, create_zip_archive, wrapup
[2025-02-18 15:40:13] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-02-18 15:40:15] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-02-18 15:40:15] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-02-18 15:40:15] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-02-18 15:40:15] [class-ss-setup-task.php:33] Creating archive directory: C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213\
[2025-02-18 15:40:15] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost:10052/
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-6.min.css
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9fc9ba37-YP5mva.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-6.min.css
[2025-02-18 15:40:44] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:44] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:44] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:44] [class-ss-page.php:119] Checking Content Identical:62667acbef550db1f067fa657369036549adc993===. Value: FALSE
[2025-02-18 15:40:44] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-7-rtl.min.css
[2025-02-18 15:40:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:434; Total: 796
[2025-02-18 15:40:44] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9fcaca0e-nOSP0K.tmp
[2025-02-18 15:40:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-7-rtl.min.css?simply_static_page=363
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-7-rtl.min.css?simply_static_page=363
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:103] Filesize: 2417 bytes
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-7-rtl.min.css
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9fcaca0e-nOSP0K.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-7-rtl.min.css
[2025-02-18 15:40:44] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:44] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:44] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:44] [class-ss-page.php:119] Checking Content Identical:41dc19cf3255d3daad4dafdb638c464cd9ebe375===. Value: FALSE
[2025-02-18 15:40:44] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-7.min.css
[2025-02-18 15:40:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:433; Total: 796
[2025-02-18 15:40:44] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9fcbe0f7-vFVvfc.tmp
[2025-02-18 15:40:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-7.min.css?simply_static_page=364
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-7.min.css?simply_static_page=364
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:103] Filesize: 2417 bytes
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-7.min.css
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9fcbe0f7-vFVvfc.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-7.min.css
[2025-02-18 15:40:44] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:44] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:44] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:44] [class-ss-page.php:119] Checking Content Identical:41dc19cf3255d3daad4dafdb638c464cd9ebe375===. Value: FALSE
[2025-02-18 15:40:44] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-8-rtl.min.css
[2025-02-18 15:40:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:432; Total: 796
[2025-02-18 15:40:44] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9fccf93c-MolFF4.tmp
[2025-02-18 15:40:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-8-rtl.min.css?simply_static_page=365
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-8-rtl.min.css?simply_static_page=365
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:103] Filesize: 5545 bytes
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-8-rtl.min.css
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9fccf93c-MolFF4.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-8-rtl.min.css
[2025-02-18 15:40:44] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:44] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:44] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:44] [class-ss-page.php:119] Checking Content Identical:3b66717c91ffe7c4c3ccb7927790de7f0d3898c7===. Value: FALSE
[2025-02-18 15:40:44] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-8.min.css
[2025-02-18 15:40:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:431; Total: 796
[2025-02-18 15:40:44] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9fce1b17-HCUp1b.tmp
[2025-02-18 15:40:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-8.min.css?simply_static_page=366
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-8.min.css?simply_static_page=366
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:103] Filesize: 5545 bytes
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-8.min.css
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9fce1b17-HCUp1b.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-8.min.css
[2025-02-18 15:40:44] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:44] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:44] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:44] [class-ss-page.php:119] Checking Content Identical:3b66717c91ffe7c4c3ccb7927790de7f0d3898c7===. Value: FALSE
[2025-02-18 15:40:44] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-9-rtl.min.css
[2025-02-18 15:40:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:430; Total: 796
[2025-02-18 15:40:44] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9fcf3172-4YR7PS.tmp
[2025-02-18 15:40:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-9-rtl.min.css?simply_static_page=367
[2025-02-18 15:40:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-9-rtl.min.css?simply_static_page=367
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:103] Filesize: 9829 bytes
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-9-rtl.min.css
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9fcf3172-4YR7PS.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-9-rtl.min.css
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:45] [class-ss-page.php:119] Checking Content Identical:54881801dfbbcd3c19b2d832558f9cb817e7d09b===. Value: FALSE
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-9.min.css
[2025-02-18 15:40:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:429; Total: 796
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9fd10f3d-ZATlb2.tmp
[2025-02-18 15:40:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-9.min.css?simply_static_page=368
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-9.min.css?simply_static_page=368
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:103] Filesize: 9829 bytes
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-9.min.css
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9fd10f3d-ZATlb2.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-9.min.css
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:45] [class-ss-page.php:119] Checking Content Identical:54881801dfbbcd3c19b2d832558f9cb817e7d09b===. Value: FALSE
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-contact-buttons-vars-rtl.min.css
[2025-02-18 15:40:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:428; Total: 796
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9fd22f27-xVNlO9.tmp
[2025-02-18 15:40:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-contact-buttons-vars-rtl.min.css?simply_static_page=369
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-contact-buttons-vars-rtl.min.css?simply_static_page=369
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:103] Filesize: 40 bytes
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-contact-buttons-vars-rtl.min.css
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9fd22f27-xVNlO9.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/css/widget-contact-buttons-vars-rtl.min.css
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:45] [class-ss-page.php:119] Checking Content Identical:9b78d3b3c8646d4811361a2a4d97acf45bc5143e===. Value: FALSE
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-contact-buttons-vars.min.css
[2025-02-18 15:40:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:427; Total: 796
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9fd33fb5-SxhhA7.tmp
[2025-02-18 15:40:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-contact-buttons-vars.min.css?simply_static_page=370
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-contact-buttons-vars.min.css?simply_static_page=370
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:103] Filesize: 40 bytes
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-contact-buttons-vars.min.css
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9fd33fb5-SxhhA7.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/css/widget-contact-buttons-vars.min.css
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:45] [class-ss-page.php:119] Checking Content Identical:9b78d3b3c8646d4811361a2a4d97acf45bc5143e===. Value: FALSE
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-counter-rtl.min.css
[2025-02-18 15:40:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:426; Total: 796
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9fd49495-Pw5dZU.tmp
[2025-02-18 15:40:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-counter-rtl.min.css?simply_static_page=371
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-counter-rtl.min.css?simply_static_page=371
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:103] Filesize: 793 bytes
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-counter-rtl.min.css
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9fd49495-Pw5dZU.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/css/widget-counter-rtl.min.css
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:45] [class-ss-page.php:119] Checking Content Identical:ad4c600e7c58a67dc27c379205239d4b0d6a67f3===. Value: FALSE
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-counter.min.css
[2025-02-18 15:40:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:425; Total: 796
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9fd5ff61-TYqp40.tmp
[2025-02-18 15:40:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-counter.min.css?simply_static_page=372
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-counter.min.css?simply_static_page=372
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:103] Filesize: 793 bytes
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-counter.min.css
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9fd5ff61-TYqp40.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/css/widget-counter.min.css
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:45] [class-ss-page.php:119] Checking Content Identical:ad4c600e7c58a67dc27c379205239d4b0d6a67f3===. Value: FALSE
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-divider-rtl.min.css
[2025-02-18 15:40:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:424; Total: 796
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9fd72856-R4ht4F.tmp
[2025-02-18 15:40:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-divider-rtl.min.css?simply_static_page=373
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-divider-rtl.min.css?simply_static_page=373
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:103] Filesize: 4296 bytes
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-divider-rtl.min.css
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9fd72856-R4ht4F.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/css/widget-divider-rtl.min.css
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:45] [class-ss-page.php:119] Checking Content Identical:3ddef5995860023c34675da524db39d0799c1449===. Value: FALSE
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-divider.min.css
[2025-02-18 15:40:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:423; Total: 796
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9fd846b2-mzH5QB.tmp
[2025-02-18 15:40:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-divider.min.css?simply_static_page=374
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-divider.min.css?simply_static_page=374
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:103] Filesize: 4296 bytes
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-divider.min.css
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9fd846b2-mzH5QB.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/css/widget-divider.min.css
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:45] [class-ss-page.php:119] Checking Content Identical:3ddef5995860023c34675da524db39d0799c1449===. Value: FALSE
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-floating-bars-base-rtl.min.css
[2025-02-18 15:40:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:422; Total: 796
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9fd9e78c-IV6pQH.tmp
[2025-02-18 15:40:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-floating-bars-base-rtl.min.css?simply_static_page=375
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-floating-bars-base-rtl.min.css?simply_static_page=375
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:103] Filesize: 8918 bytes
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-floating-bars-base-rtl.min.css
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9fd9e78c-IV6pQH.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/css/widget-floating-bars-base-rtl.min.css
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:45] [class-ss-page.php:119] Checking Content Identical:b096768cecfc6d0345ad615b5906a18f86e950e7===. Value: FALSE
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-floating-bars-base.min.css
[2025-02-18 15:40:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:421; Total: 796
[2025-02-18 15:40:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9fdaf562-CYO1iT.tmp
[2025-02-18 15:40:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/css/widget-floating-bars-base.min.css?simply_static_page=376
